Review_Text,Sentiment
Good neat hotel with friendly staff. Nearer to airport wit drop and pick up facility. Bit found food bit costlier. They do maintain a good quality. A perfect place to stay with family. Specially the club room with bathtub. Children shall enjoy the stay.,3
It was a good experience and was very close to the airport. Rooms where we spacious and also full with amenities. Food was also good. So overall experience was awesome and will stay again next time and also recommend to others,3
I go to room verynice service excellent of antastic food taste wow rent very low &high everything is good fine very neat I love it all Chennai guys love to raddison hotel good,3
The location of the hotel was good. The appearance of the hotel was good. I didn’t face any problem to reach the hotel. There was no activity arranged by the hotel.,3
IT was very good experience for all our guest they have got good environment they where felling happy they enjoyed all meals & drinks they like the GYM & swimming poll they have got the time pass activity in hotel they where not feeling tried they where relaxed,3
I had visited this hotel for official purpose. The appearance of the hotel was good. The hotel was located in the centre of the city. The check in and checkout was done on time. The room was not so neat and clean.,3
Good hotel to stAy in Chennai. Fflhlxoxoxitxtxttcolgtcoxgxtixkrxrxfllxdridxfizgxoxixxtoxothcgchochcypyfcycoycyycyycpufotdtodtodotxyycpycyxpgxgpxyoxtoxpyxttxylhxpxphxogxttxxoh gcocgxggcogctcoggxotxoyxyxyocicotxotxxotxpyxyoxyoxoyxttxtixttxxhxoyyxxdypxyocyycogcxoxoycyycoyh,3
"Staff courtesy was excellent. My reservation issue was clarified immediately. I have 2 suggestions: 1. Need clothes hanging facility in the bathroom. 2. To have someone enumerate the facilities available for breakfast. It was confusing because many items were on offer, but had to be asked for.",3
"The staff were very helpfull and welcoming....

Airport pickup chauffeur service is great & Convenient!",3
"Hotel room were nice. Complimentary drink and foot massage. Staff was very good. I would recommend this hotel especially if you are taking flights. Close to airport, free transfers to airport.",3
"This hotel had wonderful food, lounge, spa and rooms! We really appreciated this great choice of location to unwind after flying several hours from the US, and then flying out again the next day. The massage and spa staff were great, the breakfast was very enjoyable. We will definitely stay here again.",3
